Customer: Premium $546.06, Excess $500, Half-excess 2, Category power, Postcode 2000, Sum insured $22222, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $223.70, Excess $950, Half-excess 2, Category power, Postcode 2285, Sum insured $11675, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $260.72, Excess $950, Half-excess 2, Category power, Postcode 4503, Sum insured $6360, Year built 2003, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $215.32, Excess $950, Half-excess 2, Category power, Postcode 4815, Sum insured $5095, Year built 1995, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $191.36, Excess $950, Half-excess 2, Category power, Postcode 3931, Sum insured $5280, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $222.73, Excess $950, Half-excess 2, Category power, Postcode 2570, Sum insured $8350, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $292.58, Excess $500, Half-excess 2, Category power, Postcode 2264, Sum insured $29475, Year built 2015, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $236.58, Excess $950, Half-excess 2, Category power, Postcode 7150, Sum insured $10200, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $256.06, Excess $1000, Half-excess 2, Category power, Postcode 4741, Sum insured $13150, Year built 1990, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $352.99, Excess $1000, Half-excess 2, Category power, Postcode 2125, Sum insured $32200, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $212.96, Excess $450, Half-excess 2, Category power, Postcode 4551, Sum insured $9450, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $1062.00, Excess $1500, Half-excess 2, Category power, Postcode 3805, Sum insured $86450, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $333.46, Excess $500, Half-excess 2, Category power, Postcode 2305, Sum insured $34100, Year built 2013, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $401.67, Excess $1000, Half-excess 2, Category power, Postcode 4580, Sum insured $32300, Year built 2009, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $225.57, Excess $950, Half-excess 2, Category power, Postcode 4184, Sum insured $9775, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $270.32, Excess $1000, Half-excess 2, Category power, Postcode 2281, Sum insured $21000, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $324.92, Excess $1000, Half-excess 2, Category power, Postcode 2089, Sum insured $20500, Year built 1987, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $400.75, Excess $1000, Half-excess 2, Category power, Postcode 4210, Sum insured $20500, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $299.62, Excess $1000, Half-excess 2, Category power, Postcode 5038, Sum insured $23200, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $325.00, Excess $1000, Half-excess 2, Category power, Postcode 4132, Sum insured $21650, Year built 2008, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $347.31, Excess $1000, Half-excess 2, Category power, Postcode 4020, Sum insured $23850, Year built 1984, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $313.98, Excess $1000, Half-excess 2, Category power, Postcode 4812, Sum insured $29150, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $238.79, Excess $500, Half-excess 2, Category power, Postcode 4869, Sum insured $17400, Year built 2015, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $263.54, Excess $1000, Half-excess 2, Category power, Postcode 3429, Sum insured $16800, Year built 2010, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $331.20, Excess $1000, Half-excess 2, Category power, Postcode 2148, Sum insured $26600, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $262.64, Excess $950, Half-excess 2, Category power, Postcode 3888, Sum insured $10250, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $233.86, Excess $1000, Half-excess 2, Category power, Postcode 4650, Sum insured $13250, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $471.92, Excess $1250, Half-excess 2, Category power, Postcode 7190, Sum insured $46950, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $257.91, Excess $1000, Half-excess 2, Category power, Postcode 2045, Sum insured $14200, Year built 2009, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $268.55, Excess $500, Half-excess 2, Category power, Postcode 2452, Sum insured $20550, Year built 2011, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $707.57, Excess $1000, Half-excess 2, Category power, Postcode 7310, Sum insured $30000, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $354.03, Excess $1000, Half-excess 2, Category power, Postcode 2539, Sum insured $31150, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $204.49, Excess $950, Half-excess 2, Category power, Postcode 4852, Sum insured $6125, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $196.34, Excess $950, Half-excess 2, Category power, Postcode 4741, Sum insured $4700, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $349.36, Excess $500, Half-excess 2, Category power, Postcode 2232, Sum insured $24125, Year built 2013, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $500.38, Excess $1000, Half-excess 2, Category power, Postcode 3909, Sum insured $25100, Year built 1985, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $249.15, Excess $1000, Half-excess 2, Category power, Postcode 4818, Sum insured $15050, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $244.81, Excess $950, Half-excess 2, Category power, Postcode 4390, Sum insured $7945, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $231.48, Excess $950, Half-excess 2, Category power, Postcode 2125, Sum insured $12500, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $260.49, Excess $1000, Half-excess 2, Category power, Postcode 4216, Sum insured $20800, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $304.14, Excess $1000, Half-excess 2, Category power, Postcode 4874, Sum insured $14350, Year built 1984, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $490.04, Excess $1000, Half-excess 2, Category power, Postcode 3551, Sum insured $19350, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $368.88, Excess $1000, Half-excess 2, Category power, Postcode 2463, Sum insured $37650, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $326.43, Excess $1000, Half-excess 2, Category power, Postcode 3756, Sum insured $24200, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $352.33, Excess $1000, Half-excess 2, Category power, Postcode 6011, Sum insured $35850, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $600.94, Excess $1000, Half-excess 2, Category power, Postcode 4031, Sum insured $21050, Year built 2002, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $220.99, Excess $950, Half-excess 2, Category power, Postcode 2431, Sum insured $7775, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $338.38, Excess $1000, Half-excess 2, Category power, Postcode 4680, Sum insured $29850, Year built 1995, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $343.80, Excess $950, Half-excess 2, Category power, Postcode 2565, Sum insured $9550, Year built 1993, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $480.98, Excess $1000, Half-excess 2, Category power, Postcode 2770, Sum insured $20600, Year built 1985, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $254.03, Excess $950, Half-excess 2, Category power, Postcode 4216, Sum insured $9075, Year built 1985, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $241.72, Excess $950, Half-excess 2, Category power, Postcode 2534, Sum insured $4825, Year built 1983, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $260.54, Excess $1000, Half-excess 2, Category power, Postcode 4221, Sum insured $18050, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $319.35, Excess $1000, Half-excess 2, Category power, Postcode 6720, Sum insured $26500, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $322.68, Excess $1000, Half-excess 2, Category power, Postcode 2263, Sum insured $18800, Year built 1984, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $688.31, Excess $1250, Half-excess 2, Category power, Postcode 7215, Sum insured $104350, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $243.64, Excess $1000, Half-excess 2, Category power, Postcode 4701, Sum insured $13025, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $266.52, Excess $500, Half-excess 2, Category power, Postcode 3746, Sum insured $18050, Year built 2011, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $266.46, Excess $1000, Half-excess 2, Category power, Postcode 2220, Sum insured $15700, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $597.13, Excess $1000, Half-excess 2, Category power, Postcode 3537, Sum insured $33900, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $303.97, Excess $1000, Half-excess 2, Category power, Postcode 2261, Sum insured $22550, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $432.21, Excess $1000, Half-excess 2, Category power, Postcode 7010, Sum insured $29050, Year built 2004, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $184.69, Excess $950, Half-excess 2, Category power, Postcode 5008, Sum insured $4475, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $251.81, Excess $950, Half-excess 2, Category power, Postcode 4350, Sum insured $9400, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $246.28, Excess $500, Half-excess 2, Category power, Postcode 5073, Sum insured $17995, Year built 2016, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $201.96, Excess $950, Half-excess 2, Category power, Postcode 4738, Sum insured $4345, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $223.77, Excess $950, Half-excess 2, Category power, Postcode 2200, Sum insured $12250, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $260.69, Excess $1000, Half-excess 2, Category power, Postcode 5068, Sum insured $17350, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $322.80, Excess $1000, Half-excess 2, Category power, Postcode 2259, Sum insured $28750, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $184.90, Excess $950, Half-excess 2, Category power, Postcode 2229, Sum insured $5345, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $252.57, Excess $1000, Half-excess 2, Category power, Postcode 4208, Sum insured $17050, Year built 1993, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $186.80, Excess $950, Half-excess 2, Category power, Postcode 4208, Sum insured $4575, Year built 2010, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $350.99, Excess $500, Half-excess 2, Category power, Postcode 4497, Sum insured $25600, Year built 2013, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $235.03, Excess $950, Half-excess 2, Category power, Postcode 4305, Sum insured $11725, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $222.73, Excess $950, Half-excess 2, Category power, Postcode 2159, Sum insured $2705, Year built 1988, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $276.71, Excess $1000, Half-excess 2, Category power, Postcode 3223, Sum insured $20750, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $483.46, Excess $1250, Half-excess 2, Category power, Postcode 4130, Sum insured $57750, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $410.26, Excess $1250, Half-excess 2, Category power, Postcode 2484, Sum insured $38950, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $201.77, Excess $950, Half-excess 2, Category power, Postcode 2153, Sum insured $6495, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $191.54, Excess $950, Half-excess 2, Category power, Postcode 3500, Sum insured $5325, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $198.22, Excess $950, Half-excess 2, Category power, Postcode 7010, Sum insured $7650, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $405.30, Excess $1000, Half-excess 2, Category power, Postcode 4680, Sum insured $23550, Year built 1996, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $343.73, Excess $1000, Half-excess 2, Category power, Postcode 4805, Sum insured $19500, Year built 1986, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $558.69, Excess $1000, Half-excess 2, Category power, Postcode 2478, Sum insured $80050, Year built 2018, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $299.13, Excess $1000, Half-excess 2, Category power, Postcode 7320, Sum insured $19200, Year built 1992, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $292.49, Excess $1000, Half-excess 2, Category power, Postcode 3076, Sum insured $22950, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $257.78, Excess $1000, Half-excess 2, Category power, Postcode 7250, Sum insured $17700, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $208.79, Excess $950, Half-excess 2, Category power, Postcode 2315, Sum insured $8945, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $212.23, Excess $950, Half-excess 2, Category power, Postcode 3644, Sum insured $5600, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $187.36, Excess $950, Half-excess 2, Category power, Postcode 2225, Sum insured $5800, Year built 2010, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $349.14, Excess $1000, Half-excess 2, Category power, Postcode 4678, Sum insured $27700, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $270.99, Excess $1000, Half-excess 2, Category power, Postcode 3764, Sum insured $14450, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $325.56, Excess $500, Half-excess 2, Category power, Postcode 2257, Sum insured $36550, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $293.61, Excess $1000, Half-excess 2, Category power, Postcode 3217, Sum insured $21350, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $311.64, Excess $1000, Half-excess 2, Category power, Postcode 3212, Sum insured $24200, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $377.07, Excess $500, Half-excess 2, Category power, Postcode 4721, Sum insured $33100, Year built 2017, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $491.96, Excess $1250, Half-excess 2, Category power, Postcode 6169, Sum insured $59400, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $333.55, Excess $1000, Half-excess 2, Category power, Postcode 4655, Sum insured $32450, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $745.07, Excess $1250, Half-excess 2, Category power, Postcode 4503, Sum insured $120250, Year built 2018, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $205.22, Excess $950, Half-excess 2, Category power, Postcode 4208, Sum insured $8045, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $403.60, Excess $1250, Half-excess 2, Category power, Postcode 2425, Sum insured $39950, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $328.80, Excess $1000, Half-excess 2, Category power, Postcode 2594, Sum insured $18400, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $389.07, Excess $1250, Half-excess 2, Category power, Postcode 4556, Sum insured $39450, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $517.75, Excess $1250, Half-excess 2, Category power, Postcode 3909, Sum insured $39050, Year built 2002, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $302.55, Excess $1000, Half-excess 2, Category power, Postcode 4165, Sum insured $23400, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $306.21, Excess $1000, Half-excess 2, Category power, Postcode 3690, Sum insured $23525, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $737.42, Excess $1000, Half-excess 2, Category power, Postcode 3644, Sum insured $19300, Year built 1995, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $195.98, Excess $950, Half-excess 2, Category power, Postcode 3909, Sum insured $6305, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $766.35, Excess $1000, Half-excess 2, Category power, Postcode 2462, Sum insured $91300, Year built 2016, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $507.74, Excess $750, Half-excess 2, Category power, Postcode 2758, Sum insured $58950, Year built 2018, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $190.37, Excess $950, Half-excess 2, Category power, Postcode 2234, Sum insured $6170, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $292.78, Excess $1000, Half-excess 2, Category power, Postcode 2486, Sum insured $21800, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $349.48, Excess $1000, Half-excess 2, Category power, Postcode 2046, Sum insured $15250, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $228.49, Excess $950, Half-excess 2, Category power, Postcode 5573, Sum insured $9825, Year built 1992, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $443.17, Excess $1250, Half-excess 2, Category power, Postcode 4875, Sum insured $44000, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $258.68, Excess $1000, Half-excess 2, Category power, Postcode 7320, Sum insured $14700, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $285.14, Excess $1000, Half-excess 2, Category power, Postcode 4865, Sum insured $15350, Year built 2005, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $350.02, Excess $1000, Half-excess 2, Category power, Postcode 7054, Sum insured $32650, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $289.14, Excess $1000, Half-excess 2, Category power, Postcode 2720, Sum insured $14775, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $347.02, Excess $1000, Half-excess 2, Category power, Postcode 5256, Sum insured $24350, Year built 2007, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $267.07, Excess $1000, Half-excess 2, Category power, Postcode 3055, Sum insured $20900, Year built 1992, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $366.14, Excess $1000, Half-excess 2, Category power, Postcode 4740, Sum insured $34000, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $228.28, Excess $950, Half-excess 2, Category power, Postcode 4390, Sum insured $3360, Year built 2004, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $369.23, Excess $1250, Half-excess 2, Category power, Postcode 2096, Sum insured $39000, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $236.47, Excess $1000, Half-excess 2, Category power, Postcode 4503, Sum insured $13525, Year built 1997, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $227.01, Excess $950, Half-excess 2, Category power, Postcode 5540, Sum insured $11750, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $201.29, Excess $950, Half-excess 2, Category power, Postcode 4122, Sum insured $7975, Year built 2007, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $220.23, Excess $950, Half-excess 2, Category power, Postcode 4514, Sum insured $8300, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $206.04, Excess $950, Half-excess 2, Category power, Postcode 4740, Sum insured $7425, Year built 2010, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $480.26, Excess $1250, Half-excess 2, Category power, Postcode 6728, Sum insured $41050, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $245.49, Excess $1000, Half-excess 2, Category power, Postcode 3199, Sum insured $15200, Year built 2003, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $275.86, Excess $1000, Half-excess 2, Category power, Postcode 2264, Sum insured $21850, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $340.54, Excess $500, Half-excess 2, Category power, Postcode 4804, Sum insured $24700, Year built 2012, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $656.59, Excess $1250, Half-excess 2, Category power, Postcode 2821, Sum insured $47100, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $248.22, Excess $1000, Half-excess 2, Category power, Postcode 3195, Sum insured $13350, Year built 2004, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $327.12, Excess $1000, Half-excess 2, Category power, Postcode 3113, Sum insured $25550, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $225.24, Excess $950, Half-excess 2, Category power, Postcode 2464, Sum insured $11725, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $188.94, Excess $450, Half-excess 2, Category power, Postcode 4060, Sum insured $5875, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $207.51, Excess $450, Half-excess 2, Category power, Postcode 2283, Sum insured $11925, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $609.22, Excess $1000, Half-excess 2, Category power, Postcode 2327, Sum insured $67500, Year built 2018, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $220.41, Excess $950, Half-excess 2, Category power, Postcode 2229, Sum insured $12325, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $218.56, Excess $950, Half-excess 2, Category power, Postcode 4019, Sum insured $10650, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $237.77, Excess $500, Half-excess 2, Category power, Postcode 3138, Sum insured $12800, Year built 2015, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $421.08, Excess $1250, Half-excess 2, Category power, Postcode 4034, Sum insured $46450, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $372.95, Excess $1000, Half-excess 2, Category power, Postcode 5700, Sum insured $27425, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $271.33, Excess $1000, Half-excess 2, Category power, Postcode 2906, Sum insured $13200, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $337.43, Excess $500, Half-excess 2, Category power, Postcode 2646, Sum insured $36150, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $275.58, Excess $950, Half-excess 2, Category power, Postcode 4306, Sum insured $6700, Year built 2005, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $425.48, Excess $1250, Half-excess 2, Category power, Postcode 6065, Sum insured $45750, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $268.92, Excess $1000, Half-excess 2, Category power, Postcode 2322, Sum insured $18800, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $258.89, Excess $1000, Half-excess 2, Category power, Postcode 4655, Sum insured $18050, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $376.88, Excess $1000, Half-excess 2, Category power, Postcode 3199, Sum insured $18300, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $648.99, Excess $1250, Half-excess 2, Category power, Postcode 3116, Sum insured $52050, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $310.70, Excess $1000, Half-excess 2, Category power, Postcode 3910, Sum insured $24500, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $349.61, Excess $1000, Half-excess 2, Category power, Postcode 3614, Sum insured $15700, Year built 1989, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $495.21, Excess $1000, Half-excess 2, Category power, Postcode 2233, Sum insured $69200, Year built 2015, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $280.50, Excess $1000, Half-excess 2, Category power, Postcode 3132, Sum insured $17950, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $305.48, Excess $1000, Half-excess 2, Category power, Postcode 3802, Sum insured $22850, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $202.70, Excess $450, Half-excess 2, Category power, Postcode 2539, Sum insured $9100, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $645.44, Excess $1250, Half-excess 2, Category power, Postcode 4800, Sum insured $54050, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $263.02, Excess $500, Half-excess 2, Category power, Postcode 4570, Sum insured $19750, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
